path,points,radius,device,width,height,time
C:\Users\damia\Desktop\images gpu\multi res\1920x1200.jpg,8,1,cpu,1920,1200,286.056
C:\Users\damia\Desktop\images gpu\multi res\1920x1200.jpg,8,1,cpu,1920,1200,285.993
C:\Users\damia\Desktop\images gpu\multi res\1920x1200.jpg,8,1,cpu,1920,1200,283.482
C:\Users\damia\Desktop\images gpu\multi res\1920x1200.jpg,8,1,cpu,1920,1200,282.823
C:\Users\damia\Desktop\images gpu\multi res\1920x1200.jpg,8,1,cpu,1920,1200,284.372
C:\Users\damia\Desktop\images gpu\multi res\1920x1200.jpg,8,1,cpu,1920,1200,291.167
C:\Users\damia\Desktop\images gpu\multi res\1920x1200.jpg,8,1,cpu,1920,1200,292.313
C:\Users\damia\Desktop\images gpu\multi res\1920x1200.jpg,8,1,cpu,1920,1200,284.747
C:\Users\damia\Desktop\images gpu\multi res\1920x1200.jpg,8,1,cpu,1920,1200,292.219
C:\Users\damia\Desktop\images gpu\multi res\1920x1200.jpg,8,1,cpu,1920,1200,291.213
C:\Users\damia\Desktop\images gpu\multi res\1920x1200.jpg,8,1,shared,1920,1200,4.44547
C:\Users\damia\Desktop\images gpu\multi res\1920x1200.jpg,8,1,shared,1920,1200,4.39267
C:\Users\damia\Desktop\images gpu\multi res\1920x1200.jpg,8,1,shared,1920,1200,4.46534
C:\Users\damia\Desktop\images gpu\multi res\1920x1200.jpg,8,1,shared,1920,1200,4.54195
C:\Users\damia\Desktop\images gpu\multi res\1920x1200.jpg,8,1,shared,1920,1200,4.59312
C:\Users\damia\Desktop\images gpu\multi res\1920x1200.jpg,8,1,shared,1920,1200,4.41808
C:\Users\damia\Desktop\images gpu\multi res\1920x1200.jpg,8,1,shared,1920,1200,4.49888
C:\Users\damia\Desktop\images gpu\multi res\1920x1200.jpg,8,1,shared,1920,1200,4.37018
C:\Users\damia\Desktop\images gpu\multi res\1920x1200.jpg,8,1,shared,1920,1200,4.3767
C:\Users\damia\Desktop\images gpu\multi res\1920x1200.jpg,8,1,shared,1920,1200,4.49149
C:\Users\damia\Desktop\images gpu\multi res\1920x1200.jpg,8,1,texture,1920,1200,3.98752
C:\Users\damia\Desktop\images gpu\multi res\1920x1200.jpg,8,1,texture,1920,1200,2.59718
C:\Users\damia\Desktop\images gpu\multi res\1920x1200.jpg,8,1,texture,1920,1200,2.63603
C:\Users\damia\Desktop\images gpu\multi res\1920x1200.jpg,8,1,texture,1920,1200,2.8089
C:\Users\damia\Desktop\images gpu\multi res\1920x1200.jpg,8,1,texture,1920,1200,2.61254
C:\Users\damia\Desktop\images gpu\multi res\1920x1200.jpg,8,1,texture,1920,1200,2.62602
C:\Users\damia\Desktop\images gpu\multi res\1920x1200.jpg,8,1,texture,1920,1200,2.5888
C:\Users\damia\Desktop\images gpu\multi res\1920x1200.jpg,8,1,texture,1920,1200,2.68394
C:\Users\damia\Desktop\images gpu\multi res\1920x1200.jpg,8,1,texture,1920,1200,2.66304
C:\Users\damia\Desktop\images gpu\multi res\1920x1200.jpg,8,1,texture,1920,1200,2.63594
C:\Users\damia\Desktop\images gpu\multi res\1920x1200.jpg,16,2,cpu,1920,1200,539.621
C:\Users\damia\Desktop\images gpu\multi res\1920x1200.jpg,16,2,cpu,1920,1200,545.592
C:\Users\damia\Desktop\images gpu\multi res\1920x1200.jpg,16,2,cpu,1920,1200,557.161
C:\Users\damia\Desktop\images gpu\multi res\1920x1200.jpg,16,2,cpu,1920,1200,532.315
C:\Users\damia\Desktop\images gpu\multi res\1920x1200.jpg,16,2,cpu,1920,1200,537.056
C:\Users\damia\Desktop\images gpu\multi res\1920x1200.jpg,16,2,cpu,1920,1200,559.703
C:\Users\damia\Desktop\images gpu\multi res\1920x1200.jpg,16,2,cpu,1920,1200,536.447
C:\Users\damia\Desktop\images gpu\multi res\1920x1200.jpg,16,2,cpu,1920,1200,533.713
C:\Users\damia\Desktop\images gpu\multi res\1920x1200.jpg,16,2,cpu,1920,1200,550.168
C:\Users\damia\Desktop\images gpu\multi res\1920x1200.jpg,16,2,cpu,1920,1200,533.047
C:\Users\damia\Desktop\images gpu\multi res\1920x1200.jpg,16,2,shared,1920,1200,6.30669
C:\Users\damia\Desktop\images gpu\multi res\1920x1200.jpg,16,2,shared,1920,1200,6.4144
C:\Users\damia\Desktop\images gpu\multi res\1920x1200.jpg,16,2,shared,1920,1200,6.24659
C:\Users\damia\Desktop\images gpu\multi res\1920x1200.jpg,16,2,shared,1920,1200,6.34397
C:\Users\damia\Desktop\images gpu\multi res\1920x1200.jpg,16,2,shared,1920,1200,6.30218
C:\Users\damia\Desktop\images gpu\multi res\1920x1200.jpg,16,2,shared,1920,1200,6.30192
C:\Users\damia\Desktop\images gpu\multi res\1920x1200.jpg,16,2,shared,1920,1200,6.34096
C:\Users\damia\Desktop\images gpu\multi res\1920x1200.jpg,16,2,shared,1920,1200,6.29882
C:\Users\damia\Desktop\images gpu\multi res\1920x1200.jpg,16,2,shared,1920,1200,6.29702
C:\Users\damia\Desktop\images gpu\multi res\1920x1200.jpg,16,2,shared,1920,1200,6.3336
C:\Users\damia\Desktop\images gpu\multi res\1920x1200.jpg,16,2,texture,1920,1200,3.57066
C:\Users\damia\Desktop\images gpu\multi res\1920x1200.jpg,16,2,texture,1920,1200,3.37008
C:\Users\damia\Desktop\images gpu\multi res\1920x1200.jpg,16,2,texture,1920,1200,3.97603
C:\Users\damia\Desktop\images gpu\multi res\1920x1200.jpg,16,2,texture,1920,1200,3.52256
C:\Users\damia\Desktop\images gpu\multi res\1920x1200.jpg,16,2,texture,1920,1200,3.38541
C:\Users\damia\Desktop\images gpu\multi res\1920x1200.jpg,16,2,texture,1920,1200,3.36333
C:\Users\damia\Desktop\images gpu\multi res\1920x1200.jpg,16,2,texture,1920,1200,3.49507
C:\Users\damia\Desktop\images gpu\multi res\1920x1200.jpg,16,2,texture,1920,1200,3.46403
C:\Users\damia\Desktop\images gpu\multi res\1920x1200.jpg,16,2,texture,1920,1200,3.49949
C:\Users\damia\Desktop\images gpu\multi res\1920x1200.jpg,16,2,texture,1920,1200,3.79258
C:\Users\damia\Desktop\images gpu\multi res\1920x1200.jpg,24,3,cpu,1920,1200,779.365
C:\Users\damia\Desktop\images gpu\multi res\1920x1200.jpg,24,3,cpu,1920,1200,788.013
C:\Users\damia\Desktop\images gpu\multi res\1920x1200.jpg,24,3,cpu,1920,1200,777.114
C:\Users\damia\Desktop\images gpu\multi res\1920x1200.jpg,24,3,cpu,1920,1200,781.444
C:\Users\damia\Desktop\images gpu\multi res\1920x1200.jpg,24,3,cpu,1920,1200,763.726
C:\Users\damia\Desktop\images gpu\multi res\1920x1200.jpg,24,3,cpu,1920,1200,780.327
C:\Users\damia\Desktop\images gpu\multi res\1920x1200.jpg,24,3,cpu,1920,1200,776.328
C:\Users\damia\Desktop\images gpu\multi res\1920x1200.jpg,24,3,cpu,1920,1200,777.22
C:\Users\damia\Desktop\images gpu\multi res\1920x1200.jpg,24,3,cpu,1920,1200,786.988
C:\Users\damia\Desktop\images gpu\multi res\1920x1200.jpg,24,3,cpu,1920,1200,782.673
C:\Users\damia\Desktop\images gpu\multi res\1920x1200.jpg,24,3,shared,1920,1200,8.3472
C:\Users\damia\Desktop\images gpu\multi res\1920x1200.jpg,24,3,shared,1920,1200,8.38198
C:\Users\damia\Desktop\images gpu\multi res\1920x1200.jpg,24,3,shared,1920,1200,8.39075
C:\Users\damia\Desktop\images gpu\multi res\1920x1200.jpg,24,3,shared,1920,1200,8.45834
C:\Users\damia\Desktop\images gpu\multi res\1920x1200.jpg,24,3,shared,1920,1200,8.44902
C:\Users\damia\Desktop\images gpu\multi res\1920x1200.jpg,24,3,shared,1920,1200,8.43661
C:\Users\damia\Desktop\images gpu\multi res\1920x1200.jpg,24,3,shared,1920,1200,8.28669
C:\Users\damia\Desktop\images gpu\multi res\1920x1200.jpg,24,3,shared,1920,1200,8.28698
C:\Users\damia\Desktop\images gpu\multi res\1920x1200.jpg,24,3,shared,1920,1200,8.2657
C:\Users\damia\Desktop\images gpu\multi res\1920x1200.jpg,24,3,shared,1920,1200,8.42282
C:\Users\damia\Desktop\images gpu\multi res\1920x1200.jpg,24,3,texture,1920,1200,4.3176
C:\Users\damia\Desktop\images gpu\multi res\1920x1200.jpg,24,3,texture,1920,1200,4.21875
C:\Users\damia\Desktop\images gpu\multi res\1920x1200.jpg,24,3,texture,1920,1200,4.07574
C:\Users\damia\Desktop\images gpu\multi res\1920x1200.jpg,24,3,texture,1920,1200,4.27594
C:\Users\damia\Desktop\images gpu\multi res\1920x1200.jpg,24,3,texture,1920,1200,4.26928
C:\Users\damia\Desktop\images gpu\multi res\1920x1200.jpg,24,3,texture,1920,1200,4.32746
C:\Users\damia\Desktop\images gpu\multi res\1920x1200.jpg,24,3,texture,1920,1200,4.12426
C:\Users\damia\Desktop\images gpu\multi res\1920x1200.jpg,24,3,texture,1920,1200,4.392
C:\Users\damia\Desktop\images gpu\multi res\1920x1200.jpg,24,3,texture,1920,1200,4.27382
C:\Users\damia\Desktop\images gpu\multi res\1920x1200.jpg,24,3,texture,1920,1200,4.22442
C:\Users\damia\Desktop\images gpu\multi res\3840x2400.jpg,8,1,cpu,3840,2400,1144.47
C:\Users\damia\Desktop\images gpu\multi res\3840x2400.jpg,8,1,cpu,3840,2400,1137.59
C:\Users\damia\Desktop\images gpu\multi res\3840x2400.jpg,8,1,cpu,3840,2400,1143.52
C:\Users\damia\Desktop\images gpu\multi res\3840x2400.jpg,8,1,cpu,3840,2400,1148.76
C:\Users\damia\Desktop\images gpu\multi res\3840x2400.jpg,8,1,cpu,3840,2400,1126.95
C:\Users\damia\Desktop\images gpu\multi res\3840x2400.jpg,8,1,cpu,3840,2400,1128.83
C:\Users\damia\Desktop\images gpu\multi res\3840x2400.jpg,8,1,cpu,3840,2400,1120.04
C:\Users\damia\Desktop\images gpu\multi res\3840x2400.jpg,8,1,cpu,3840,2400,1148.96
C:\Users\damia\Desktop\images gpu\multi res\3840x2400.jpg,8,1,cpu,3840,2400,1140.05
C:\Users\damia\Desktop\images gpu\multi res\3840x2400.jpg,8,1,cpu,3840,2400,1119.47
C:\Users\damia\Desktop\images gpu\multi res\3840x2400.jpg,8,1,shared,3840,2400,16.5296
C:\Users\damia\Desktop\images gpu\multi res\3840x2400.jpg,8,1,shared,3840,2400,16.7539
C:\Users\damia\Desktop\images gpu\multi res\3840x2400.jpg,8,1,shared,3840,2400,16.6029
C:\Users\damia\Desktop\images gpu\multi res\3840x2400.jpg,8,1,shared,3840,2400,16.685
C:\Users\damia\Desktop\images gpu\multi res\3840x2400.jpg,8,1,shared,3840,2400,16.5515
C:\Users\damia\Desktop\images gpu\multi res\3840x2400.jpg,8,1,shared,3840,2400,16.7479
C:\Users\damia\Desktop\images gpu\multi res\3840x2400.jpg,8,1,shared,3840,2400,16.523
C:\Users\damia\Desktop\images gpu\multi res\3840x2400.jpg,8,1,shared,3840,2400,16.6977
C:\Users\damia\Desktop\images gpu\multi res\3840x2400.jpg,8,1,shared,3840,2400,16.647
C:\Users\damia\Desktop\images gpu\multi res\3840x2400.jpg,8,1,shared,3840,2400,16.5864
C:\Users\damia\Desktop\images gpu\multi res\3840x2400.jpg,8,1,texture,3840,2400,8.22195
C:\Users\damia\Desktop\images gpu\multi res\3840x2400.jpg,8,1,texture,3840,2400,8.0401
C:\Users\damia\Desktop\images gpu\multi res\3840x2400.jpg,8,1,texture,3840,2400,8.07229
C:\Users\damia\Desktop\images gpu\multi res\3840x2400.jpg,8,1,texture,3840,2400,8.00749
C:\Users\damia\Desktop\images gpu\multi res\3840x2400.jpg,8,1,texture,3840,2400,8.25466
C:\Users\damia\Desktop\images gpu\multi res\3840x2400.jpg,8,1,texture,3840,2400,7.99574
C:\Users\damia\Desktop\images gpu\multi res\3840x2400.jpg,8,1,texture,3840,2400,8.54381
C:\Users\damia\Desktop\images gpu\multi res\3840x2400.jpg,8,1,texture,3840,2400,8.28336
C:\Users\damia\Desktop\images gpu\multi res\3840x2400.jpg,8,1,texture,3840,2400,8.23478
C:\Users\damia\Desktop\images gpu\multi res\3840x2400.jpg,8,1,texture,3840,2400,8.26301
C:\Users\damia\Desktop\images gpu\multi res\3840x2400.jpg,16,2,cpu,3840,2400,2158.1
C:\Users\damia\Desktop\images gpu\multi res\3840x2400.jpg,16,2,cpu,3840,2400,2150.16
C:\Users\damia\Desktop\images gpu\multi res\3840x2400.jpg,16,2,cpu,3840,2400,2167.48
C:\Users\damia\Desktop\images gpu\multi res\3840x2400.jpg,16,2,cpu,3840,2400,2167.33
C:\Users\damia\Desktop\images gpu\multi res\3840x2400.jpg,16,2,cpu,3840,2400,2151.54
C:\Users\damia\Desktop\images gpu\multi res\3840x2400.jpg,16,2,cpu,3840,2400,2169.91
C:\Users\damia\Desktop\images gpu\multi res\3840x2400.jpg,16,2,cpu,3840,2400,2177.22
C:\Users\damia\Desktop\images gpu\multi res\3840x2400.jpg,16,2,cpu,3840,2400,2143.23
C:\Users\damia\Desktop\images gpu\multi res\3840x2400.jpg,16,2,cpu,3840,2400,2173.78
C:\Users\damia\Desktop\images gpu\multi res\3840x2400.jpg,16,2,cpu,3840,2400,2158.48
C:\Users\damia\Desktop\images gpu\multi res\3840x2400.jpg,16,2,shared,3840,2400,23.9243
C:\Users\damia\Desktop\images gpu\multi res\3840x2400.jpg,16,2,shared,3840,2400,23.982
C:\Users\damia\Desktop\images gpu\multi res\3840x2400.jpg,16,2,shared,3840,2400,23.9412
C:\Users\damia\Desktop\images gpu\multi res\3840x2400.jpg,16,2,shared,3840,2400,23.7901
C:\Users\damia\Desktop\images gpu\multi res\3840x2400.jpg,16,2,shared,3840,2400,24.0675
C:\Users\damia\Desktop\images gpu\multi res\3840x2400.jpg,16,2,shared,3840,2400,23.9414
C:\Users\damia\Desktop\images gpu\multi res\3840x2400.jpg,16,2,shared,3840,2400,23.9265
C:\Users\damia\Desktop\images gpu\multi res\3840x2400.jpg,16,2,shared,3840,2400,24.0878
C:\Users\damia\Desktop\images gpu\multi res\3840x2400.jpg,16,2,shared,3840,2400,24.0705
C:\Users\damia\Desktop\images gpu\multi res\3840x2400.jpg,16,2,shared,3840,2400,23.9703
C:\Users\damia\Desktop\images gpu\multi res\3840x2400.jpg,16,2,texture,3840,2400,11.0954
C:\Users\damia\Desktop\images gpu\multi res\3840x2400.jpg,16,2,texture,3840,2400,10.9999
C:\Users\damia\Desktop\images gpu\multi res\3840x2400.jpg,16,2,texture,3840,2400,11.0477
C:\Users\damia\Desktop\images gpu\multi res\3840x2400.jpg,16,2,texture,3840,2400,11.1688
C:\Users\damia\Desktop\images gpu\multi res\3840x2400.jpg,16,2,texture,3840,2400,11.1899
C:\Users\damia\Desktop\images gpu\multi res\3840x2400.jpg,16,2,texture,3840,2400,11.0327
C:\Users\damia\Desktop\images gpu\multi res\3840x2400.jpg,16,2,texture,3840,2400,11.4223
C:\Users\damia\Desktop\images gpu\multi res\3840x2400.jpg,16,2,texture,3840,2400,11.2115
C:\Users\damia\Desktop\images gpu\multi res\3840x2400.jpg,16,2,texture,3840,2400,11.1861
C:\Users\damia\Desktop\images gpu\multi res\3840x2400.jpg,16,2,texture,3840,2400,11.2396
C:\Users\damia\Desktop\images gpu\multi res\3840x2400.jpg,24,3,cpu,3840,2400,3142.11
C:\Users\damia\Desktop\images gpu\multi res\3840x2400.jpg,24,3,cpu,3840,2400,3109.66
C:\Users\damia\Desktop\images gpu\multi res\3840x2400.jpg,24,3,cpu,3840,2400,3087.02
C:\Users\damia\Desktop\images gpu\multi res\3840x2400.jpg,24,3,cpu,3840,2400,3119.31
C:\Users\damia\Desktop\images gpu\multi res\3840x2400.jpg,24,3,cpu,3840,2400,3125.69
C:\Users\damia\Desktop\images gpu\multi res\3840x2400.jpg,24,3,cpu,3840,2400,3117.73
C:\Users\damia\Desktop\images gpu\multi res\3840x2400.jpg,24,3,cpu,3840,2400,3115.71
C:\Users\damia\Desktop\images gpu\multi res\3840x2400.jpg,24,3,cpu,3840,2400,3109.39
C:\Users\damia\Desktop\images gpu\multi res\3840x2400.jpg,24,3,cpu,3840,2400,3124.86
C:\Users\damia\Desktop\images gpu\multi res\3840x2400.jpg,24,3,cpu,3840,2400,3123.64
C:\Users\damia\Desktop\images gpu\multi res\3840x2400.jpg,24,3,shared,3840,2400,32.0313
C:\Users\damia\Desktop\images gpu\multi res\3840x2400.jpg,24,3,shared,3840,2400,31.8312
C:\Users\damia\Desktop\images gpu\multi res\3840x2400.jpg,24,3,shared,3840,2400,32.043
C:\Users\damia\Desktop\images gpu\multi res\3840x2400.jpg,24,3,shared,3840,2400,31.9805
C:\Users\damia\Desktop\images gpu\multi res\3840x2400.jpg,24,3,shared,3840,2400,32.3835
C:\Users\damia\Desktop\images gpu\multi res\3840x2400.jpg,24,3,shared,3840,2400,31.9528
C:\Users\damia\Desktop\images gpu\multi res\3840x2400.jpg,24,3,shared,3840,2400,32.1733
C:\Users\damia\Desktop\images gpu\multi res\3840x2400.jpg,24,3,shared,3840,2400,32.2796
C:\Users\damia\Desktop\images gpu\multi res\3840x2400.jpg,24,3,shared,3840,2400,32.0313
C:\Users\damia\Desktop\images gpu\multi res\3840x2400.jpg,24,3,shared,3840,2400,31.9395
C:\Users\damia\Desktop\images gpu\multi res\3840x2400.jpg,24,3,texture,3840,2400,14.607
C:\Users\damia\Desktop\images gpu\multi res\3840x2400.jpg,24,3,texture,3840,2400,14.6609
C:\Users\damia\Desktop\images gpu\multi res\3840x2400.jpg,24,3,texture,3840,2400,14.4082
C:\Users\damia\Desktop\images gpu\multi res\3840x2400.jpg,24,3,texture,3840,2400,14.828
C:\Users\damia\Desktop\images gpu\multi res\3840x2400.jpg,24,3,texture,3840,2400,14.7308
C:\Users\damia\Desktop\images gpu\multi res\3840x2400.jpg,24,3,texture,3840,2400,14.6612
C:\Users\damia\Desktop\images gpu\multi res\3840x2400.jpg,24,3,texture,3840,2400,14.6832
C:\Users\damia\Desktop\images gpu\multi res\3840x2400.jpg,24,3,texture,3840,2400,14.5093
C:\Users\damia\Desktop\images gpu\multi res\3840x2400.jpg,24,3,texture,3840,2400,14.9504
C:\Users\damia\Desktop\images gpu\multi res\3840x2400.jpg,24,3,texture,3840,2400,14.4742
C:\Users\damia\Desktop\images gpu\multi res\480x300.jpg,8,1,cpu,480,300,16.5666
C:\Users\damia\Desktop\images gpu\multi res\480x300.jpg,8,1,cpu,480,300,17.662
C:\Users\damia\Desktop\images gpu\multi res\480x300.jpg,8,1,cpu,480,300,17.6265
C:\Users\damia\Desktop\images gpu\multi res\480x300.jpg,8,1,cpu,480,300,17.899
C:\Users\damia\Desktop\images gpu\multi res\480x300.jpg,8,1,cpu,480,300,17.5944
C:\Users\damia\Desktop\images gpu\multi res\480x300.jpg,8,1,cpu,480,300,17.7875
C:\Users\damia\Desktop\images gpu\multi res\480x300.jpg,8,1,cpu,480,300,17.579
C:\Users\damia\Desktop\images gpu\multi res\480x300.jpg,8,1,cpu,480,300,17.8775
C:\Users\damia\Desktop\images gpu\multi res\480x300.jpg,8,1,cpu,480,300,17.3681
C:\Users\damia\Desktop\images gpu\multi res\480x300.jpg,8,1,cpu,480,300,18.0007
C:\Users\damia\Desktop\images gpu\multi res\480x300.jpg,8,1,shared,480,300,0.702144
C:\Users\damia\Desktop\images gpu\multi res\480x300.jpg,8,1,shared,480,300,0.654368
C:\Users\damia\Desktop\images gpu\multi res\480x300.jpg,8,1,shared,480,300,0.792224
C:\Users\damia\Desktop\images gpu\multi res\480x300.jpg,8,1,shared,480,300,0.742272
C:\Users\damia\Desktop\images gpu\multi res\480x300.jpg,8,1,shared,480,300,0.872576
C:\Users\damia\Desktop\images gpu\multi res\480x300.jpg,8,1,shared,480,300,0.683392
C:\Users\damia\Desktop\images gpu\multi res\480x300.jpg,8,1,shared,480,300,0.657888
C:\Users\damia\Desktop\images gpu\multi res\480x300.jpg,8,1,shared,480,300,0.738592
C:\Users\damia\Desktop\images gpu\multi res\480x300.jpg,8,1,shared,480,300,0.737248
C:\Users\damia\Desktop\images gpu\multi res\480x300.jpg,8,1,shared,480,300,0.784448
C:\Users\damia\Desktop\images gpu\multi res\480x300.jpg,8,1,texture,480,300,1.21408
C:\Users\damia\Desktop\images gpu\multi res\480x300.jpg,8,1,texture,480,300,0.959872
C:\Users\damia\Desktop\images gpu\multi res\480x300.jpg,8,1,texture,480,300,0.949568
C:\Users\damia\Desktop\images gpu\multi res\480x300.jpg,8,1,texture,480,300,0.979296
C:\Users\damia\Desktop\images gpu\multi res\480x300.jpg,8,1,texture,480,300,0.926912
C:\Users\damia\Desktop\images gpu\multi res\480x300.jpg,8,1,texture,480,300,0.901568
C:\Users\damia\Desktop\images gpu\multi res\480x300.jpg,8,1,texture,480,300,0.977696
C:\Users\damia\Desktop\images gpu\multi res\480x300.jpg,8,1,texture,480,300,1.09062
C:\Users\damia\Desktop\images gpu\multi res\480x300.jpg,8,1,texture,480,300,0.957216
C:\Users\damia\Desktop\images gpu\multi res\480x300.jpg,8,1,texture,480,300,1.03315
C:\Users\damia\Desktop\images gpu\multi res\480x300.jpg,16,2,cpu,480,300,34.16
C:\Users\damia\Desktop\images gpu\multi res\480x300.jpg,16,2,cpu,480,300,34.1157
C:\Users\damia\Desktop\images gpu\multi res\480x300.jpg,16,2,cpu,480,300,33.6911
C:\Users\damia\Desktop\images gpu\multi res\480x300.jpg,16,2,cpu,480,300,33.6319
C:\Users\damia\Desktop\images gpu\multi res\480x300.jpg,16,2,cpu,480,300,34.4712
C:\Users\damia\Desktop\images gpu\multi res\480x300.jpg,16,2,cpu,480,300,33.7112
C:\Users\damia\Desktop\images gpu\multi res\480x300.jpg,16,2,cpu,480,300,33.31
C:\Users\damia\Desktop\images gpu\multi res\480x300.jpg,16,2,cpu,480,300,33.3594
C:\Users\damia\Desktop\images gpu\multi res\480x300.jpg,16,2,cpu,480,300,34.4903
C:\Users\damia\Desktop\images gpu\multi res\480x300.jpg,16,2,cpu,480,300,33.9039
C:\Users\damia\Desktop\images gpu\multi res\480x300.jpg,16,2,shared,480,300,0.8576
C:\Users\damia\Desktop\images gpu\multi res\480x300.jpg,16,2,shared,480,300,0.92816
C:\Users\damia\Desktop\images gpu\multi res\480x300.jpg,16,2,shared,480,300,0.904768
